ID,Название,Авторы,Год публикации,В_РИНЦ
81024433,"ВОЕННЫЕ ПЕДАГОГИ РОССИИ. АЛЕКСЕЙ ИВАНОВИЧ КОРСАКОВ - ВОЕННЫЙ ПЕДАГОГ, ГОСУДАРСТВЕННЫЙ ДЕЯТЕЛЬ, ГЕНЕРАЛ ОТ АРТИЛЛЕРИИ, ДИРЕКТОР АРТИЛЛЕРИЙСКОГО И ИНЖЕНЕРНОГО КАДЕТСКОГО КОРПУСА","Дмитриев А.М., Буцев С.Ф., Горай И.И.",2025,Да
80641455,О ПРИМЕНЕНИИ «ДИСКУССИОННОГО ПОДХОДА» В ПРЕПОДАВАНИИ КУРСА ФИЗИКИ,"Захаров В.Ю., Исмагилов Р.Г., Левин К.Л., Рябоконь Д.В.",2025,Да
80565734,ПРОГРАММНО-АППАРАТНЫЙ КОМПЛЕКС СИСТЕМЫ НАВЕДЕНИЯ УЗКОНАПРАВЛЕННЫХ АНТЕНН ПУНКТА ПРИЕМА И ОБРАБОТКИ СИГНАЛОВ МАЛЫХ КОСМИЧЕСКИХ АППАРАТОВ,"Сальников Д.В., Красников А.А., Коряков А.А.",2025,Да
81024434,"ВОЕННЫЕ ПЕДАГОГИ РОССИИ. ДМИТРИЙ ДМИТРИЕВИЧ КУРУТА - КОНСТАНТИНОПОЛЬСКИЙ ГРЕК, РУССКИЙ ГРАФ И БОЕВОЙ ГЕНЕРАЛ, ДИРЕКТОР ВТОРОГО КАДЕТСКОГО КОРПУСА","Дмитриев А.М., Афанасьева Ю.М., Москальонов А.В.",2025,Да
80560230,ФИЗИЧЕСКАЯ КУЛЬТУРА КАК СРЕДСТВО СНЯТИЯ НАПРЯЖЕНИЯ У СТУДЕНТОВ,"Ламанов П.Д., Кондрашов П.В., Яковлев Г.А.",2025,Да
80641456,GAMEOBJECT ПРОТИВ ECS: СРАВНЕНИЕ ПОДХОДОВ В РАЗРАБОТКЕ ИГРОВЫХ ТРЕНАЖЕРОВ,"Магера М.А., Хомутовский С.Л., Григоренко А.Г., Измайлов Н.С.",2025,Да
82379136,РАЗНОСТНО-УГЛОМЕРНЫЙ МЕТОД КООРДИНАТОМЕТРИИ РАДИОЛОКАЦИОННОЙ СТАНЦИИ,Севидов В.В.,2025,Нет
80560329,ЦИФРОВИЗАЦИЯ И ИННОВАЦИИ В ФИЗИЧЕСКОМ ВОСПИТАНИИ И СТУДЕНЧЕСКОМ СПОРТЕ: ТРАНСФОРМАЦИЯ ОБРАЗОВАТЕЛЬНОГО ЛАНДШАФТА В ВУЗАХ ГОСУДАРСТВ - УЧАСТНИКОВ СОДРУЖЕСТВА НЕЗАВИСИМЫХ ГОСУДАРСТВ,"Радин Д.В., Павлов А.Г., Бородин Д.В., Федюк Н.С.",2025,Да
80669030,ИССЛЕДОВАНИЕ ТЕОРИИ И МЕТОДИКИ СПОРТА,"Ефимов А.В., Тухто С.В., Павлов А.Г.",2025,Да
80560296,ФИДЖИТАЛ-СПОРТ В СТУДЕНЧЕСКОЙ СРЕДЕ: ПЕРСПЕКТИВЫ РАЗВИТИЯ И ИНТЕГРАЦИИ В ОБРАЗОВАТЕЛЬНЫЙ ПРОЦЕСС,"Труль А.Р., Сытник Г.В., Стовбур А.П., Блаженнов В.М.",2025,Да
80645388,А. В. СУВОРОВ И ИНОСТРАННЫЕ ЯЗЫКИ,"Бомбина М.Ю., Шестов А.В.",2025,Да
82288319,МЕТОДЫ ПРОТИВОДЕЙСТВИЯ КИБЕРУГРОЗАМ В УСЛОВИЯХ ГЛОБАЛЬНОЙ ЦИФРОВИЗАЦИИ,"Данилюк А.И., Гладких Д.С., Мельник В.Н.",2025,Нет
82298621,ИМИТАЦИОННЫЕ И ВИРТУАЛЬНЫЕ ТЕХНОЛОГИИ НА ОСНОВЕ ИСКУССТВЕННОГО ИНТЕЛЛЕКТА В ВОЕННОЙ ПОДГОТОВКЕ КУРСАНТОВ,"Горохов А.В., Баринов Д.М., Ренсков Д.А.",2025,Нет
82419505,ВЫЗОВЫ ЦИФРОВОЙ ЭПОХИ ДЛЯ СИСТЕМ СВЯЗИ СПЕЦИАЛЬНОГО НАЗНАЧЕНИЯ: ПУТИ ИХ ПРЕОДОЛЕНИЯ,"Данилюк А.И., Гладких Д.С.",2025,Нет
80641448,МАТЕМАТИКА КАК ОСНОВА ИНЖЕНЕРНОГО МЫШЛЕНИЯ: КЛЮЧЕВЫЕ АСПЕКТЫ,"Андреева Л.А., Монахова Л.Ю., Рябоконь Е.А.",2025,Да
82420216,ПРИМЕНЕНИЕ ИСКУССТВЕННОГО ИНТЕЛЛЕКТА ДЛЯ ОПТИМИЗАЦИИ СЕТЕЙ СВЯЗИ СПЕЦИАЛЬНОГО НАЗНАЧЕНИЯ,"Данилюк А.И., Гладких Д.С.",2025,Нет
82288320,МАШИННОЕ ОБУЧЕНИЕ КАК ИНСТРУМЕНТ МЕЖДИСЦИПЛИНАРНЫХ ИССЛЕДОВАНИЙ В РАЗРАБОТКЕ УСТОЙЧИВЫХ СИСТЕМ СВЯЗИ,"Данилюк А.И., Гладких Д.С., Горохов А.В.",2025,Нет
80538345,БОРЬБА ЗА СЕКРЕТНОСТЬ: ШИФРОВАЛЬНАЯ МАШИНА «ЭНИГМА»,"Чернов Д.Е., Шемякина И.Е., Макий В.С.",2025,Да
80572684,ОСОБЕННОСТИ ИСПОЛЬЗОВАНИЯ МЕЖДИСЦИПЛИНАРНЫХ СВЯЗЕЙ ИНЖЕНЕРНОЙ И КОМПЬЮТЕРНОЙ ГРАФИКИ В УЧЕБНОМ ПРОЦЕССЕ ВОЕННОГО ВУЗА,Симак Н.Ю.,2025,Да
80641454,ИНФОРМАТИЗАЦИЯ В ИНЖЕНЕРНОМ ОБРАЗОВАНИИ: КЛЮЧ К УСПЕШНОМУ БУДУЩЕМУ,Григорьев А.А.,2025,Да
82320520,ДИДАКТИЧЕСКИЕ ОСНОВЫ ПОСТРОЕНИЯ ЦИФРОВОЙ МОДЕЛИ КОМПЕТЕНЦИЙ ВОЕННОГО СПЕЦИАЛИСТА,"Островский Ю.Н., Васильев Н.А.",2025,Нет
82339368,ИСКУССТВЕННЫЙ ИНТЕЛЛЕКТ КАК ИНСТРУМЕНТ ТРАНСФОРМАЦИИ ВОЕННОГО ОБРАЗОВАНИЯ С УЧЕТОМ ОПЫТА СПЕЦИАЛЬНОЙ ВОЕННОЙ ОПЕРАЦИИ,"Островский Ю.Н., Тихонов С.С., Васильев Н.А.",2025,Нет
81024433,"ВОЕННЫЕ ПЕДАГОГИ РОССИИ. АЛЕКСЕЙ ИВАНОВИЧ КОРСАКОВ - ВОЕННЫЙ ПЕДАГОГ, ГОСУДАРСТВЕННЫЙ ДЕЯТЕЛЬ, ГЕНЕРАЛ ОТ АРТИЛЛЕРИИ, ДИРЕКТОР АРТИЛЛЕРИЙСКОГО И ИНЖЕНЕРНОГО КАДЕТСКОГО КОРПУСА","Дмитриев А.М., Буцев С.Ф., Горай И.И.",2025,Да
80641455,О ПРИМЕНЕНИИ «ДИСКУССИОННОГО ПОДХОДА» В ПРЕПОДАВАНИИ КУРСА ФИЗИКИ,"Захаров В.Ю., Исмагилов Р.Г., Левин К.Л., Рябоконь Д.В.",2025,Да
80565734,ПРОГРАММНО-АППАРАТНЫЙ КОМПЛЕКС СИСТЕМЫ НАВЕДЕНИЯ УЗКОНАПРАВЛЕННЫХ АНТЕНН ПУНКТА ПРИЕМА И ОБРАБОТКИ СИГНАЛОВ МАЛЫХ КОСМИЧЕСКИХ АППАРАТОВ,"Сальников Д.В., Красников А.А., Коряков А.А.",2025,Да
82304368,НАУКА КАК ОСНОВА ИННОВАЦИОННЫХ ТЕХНОЛОГИЙ,Майбурд С.В.,2025,Нет
81024434,"ВОЕННЫЕ ПЕДАГОГИ РОССИИ. ДМИТРИЙ ДМИТРИЕВИЧ КУРУТА - КОНСТАНТИНОПОЛЬСКИЙ ГРЕК, РУССКИЙ ГРАФ И БОЕВОЙ ГЕНЕРАЛ, ДИРЕКТОР ВТОРОГО КАДЕТСКОГО КОРПУСА","Дмитриев А.М., Афанасьева Ю.М., Москальонов А.В.",2025,Да
80560230,ФИЗИЧЕСКАЯ КУЛЬТУРА КАК СРЕДСТВО СНЯТИЯ НАПРЯЖЕНИЯ У СТУДЕНТОВ,"Ламанов П.Д., Кондрашов П.В., Яковлев Г.А.",2025,Да
82288553,ИСПОЛЬЗОВАНИЕ ИСКУССТВЕННОГО ИНТЕЛЛЕКТА ДЛЯ ОПТИМИЗАЦИИ СЕТЕЙ СВЯЗИ,"Данилюк А.И., Гладких Д.С., Горохов А.В.",2025,Нет
82285853,РАЗВИТИЕ ОБРАЗОВАТЕЛЬНОЙ ДЕЯТЕЛЬНОСТИ ВОЕННОГО ВУЗА В УСЛОВИЯХ ЦИФРОВОЙ ТРАНСФОРМАЦИИ ОБРАЗОВАНИЯ,"Островский Ю.Н., Тихонов С.С.",2025,Нет
82304074,ПРИМЕНЕНИЕ ТЕХНОЛОГИЙ 5G В СИСТЕМАХ ВОЕННОЙ СВЯЗИ ДЛЯ ПОВЫШЕНИЯ БОЕВОЙ ЭФФЕКТИВНОСТИ ВОЙСК,"Данилюк А.И., Гладких Д.С.",2025,Нет
80641456,GAMEOBJECT ПРОТИВ ECS: СРАВНЕНИЕ ПОДХОДОВ В РАЗРАБОТКЕ ИГРОВЫХ ТРЕНАЖЕРОВ,"Магера М.А., Хомутовский С.Л., Григоренко А.Г., Измайлов Н.С.",2025,Да
80565739,ВОЗМОЖНОСТИ ПРИМЕНЕНИЯ АТМОСФЕРНЫХ ОПТИЧЕСКИХ ЛИНИЙ СВЯЗИ В СИСТЕМАХ СВЯЗИ СПЕЦИАЛЬНОГО НАЗНАЧЕНИЯ,"Заикин Р.В., Иванов В.Г., Прядкин А.М., Борисов А.И.",2025,Да
82414304,ИННОВАЦИОННЫЕ ПОДХОДЫ К ОБУЧЕНИЮ КУРСАНТОВ-СВЯЗИСТОВ НА ОСНОВЕ НАУЧНЫХ ИССЛЕДОВАНИЙ,"Данилюк А.И., Гладких Д.С.",2025,Нет
82286009,ИНТЕЛЛЕКТУАЛЬНЫЕ ТЕХНОЛОГИИ В ВОЕННОМ ОБРАЗОВАНИИ: ПРИМЕНЕНИЕ АДАПТИВНЫХ СИСТЕМ И ГЕНЕРАТИВНОГО ИИ В ПОДГОТОВКЕ КУРСАНТОВ,"Горохов А.В., Баринов Д.М., Ренсков Д.А.",2025,Нет
82315198,ФОРМИРОВАНИЕ УСТОЙЧИВЫХ ПАТРИОТИЧЕСКИХ ЦЕННОСТЕЙ У КУРСАНТОВ ВОЕННЫХ ВУЗОВ С ИСПОЛЬЗОВАНИЕМ ЦИФРОВЫХ И ПРОЕКТНЫХ ТЕХНОЛОГИЙ,Горохов А.В.,2025,Нет
81024435,"ВОЕННЫЕ ПЕДАГОГИ РОССИИ. АНДРЕЙ АНДРЕЕВИЧ КЛЕЙНМИХЕЛЬ - ГЕНЕРАЛ-ЛЕЙТЕНАНТ, ВОЕННЫЙ ПЕДАГОГ, ДИРЕКТОР 2-ГО КАДЕТСКОГО КОРПУСА И ШЕФ ДВОРЯНСКОГО ПОЛКА","Дмитриев А.М., Буравцова Д.А., Еремеев Е.Л.",2025,Да
80567487,МЕТАЛЛИЗИРОВАННЫЙ КОМПОЗИТ ПОЛИПИРРОЛА И ПОЛИИМИДА КАК ТЕРМОСТОЙКИЙ МАТЕРИАЛ ДЛЯ МИКРОВОЛНОВОГО ЭЛЕКТРОМАГНИТНОГО ЭКРАНИРОВАНИЯ,"Беляев В.М., Исмагилов Р.Г., Левин К.Л., Шеламова Т.В.",2024,Да
82319413,СРАВНИТЕЛЬНЫЙ АНАЛИЗ ТЕХНОЛОГИЙ БЛОКЧЕЙН ДЛЯ ОБЕСПЕЧЕНИЯ ИНФОРМАЦИОННОЙ БЕЗОПАСНОСТИ В США И РОССИИ,"Гладких Д.С., Лукашенок В.И., Шевяков В.Д., Садовников В.Е.",2025,Да
82304370,КОМАНДНАЯ РАБОТА ОПЕРАТОРОВ БПЛА,Худайназарова Д.Р.,2025,Нет
80641457,ИНТЕГРАЦИЯ НАУКИ И ОБРАЗОВАНИЯ В ИНЖЕНЕРНОМ ВУЗЕ: КЛЮЧ К УСПЕШНОМУ БУДУЩЕМУ,"Ковач Д.В., Крамской Н.Н., Куракин А.С.",2025,Да
82278476,ОБУЧЕНИЕ ИНОСТРАННЫХ КУРСАНТОВ АУДИРОВАНИЮ НА МАТЕРИАЛЕ ЯЗЫКА СПЕЦИАЛЬНОСТИ В ВОЕННОМ ВУЗЕ,"Гладких И.А., Великов М.С.",2025,Да
82320842,ИСПОЛЬЗОВАНИЕ ТЕХНОЛОГИЙ БЛОКЧЕЙН ДЛЯ ОБЕСПЕЧЕНИЯ ИНФОРМАЦИОННОЙ БЕЗОПАСНОСТИ,"Задбоев В.А., Шевяков В.Д., Беседин М.Д., Садовников В.Е.",2025,Да
80603005,АББРЕВИАЦИЯ В НЕМЕЦКОЙ ВОЕННОЙ ЛЕКСИКЕ,"Рулёва Н.А., Воробьёва Ю.М.",2025,Да
82319416,АНАЛИЗ ПРОБЛЕМ РАЗВИТИЯ ТЕХНОЛОГИЙ БЛОКЧЕЙН ДЛЯ ОБЕСПЕЧЕНИЯ ИНФОРМАЦИОННОЙ БЕЗОПАСНОСТИ В РОССИИ,"Изотов Д.Ю., Задбоев В.А., Шевяков В.Д., Садовников В.Е.",2025,Да
82304138,АНАЛИЗ И ОЦЕНКА ИННОВАЦИОННЫХ ПРОЕКТОВ В СФЕРЕ ОБРАЗОВАНИЯ,"Ренсков Д.А., Баринов Д.М., Горохов А.В.",2025,Нет
82319419,ИСПОЛЬЗОВАНИЕ МЕТОДОВ МАШИННОГО ОБУЧЕНИЯ ДЛЯ ОПТИМИЗАЦИИ И МОДЕРНИЗАЦИИ СОВРЕМЕННЫХ ТЕЛЕКОММУНИКАЦИОННЫХ СЕТЕЙ,"Лукашенок В.И., Шевяков В.Д., Садовников В.Е., Сухоруков Д.А.",2025,Да
80641458,"МАТЕРИАЛЫ ЭЛЕКТРОМАГНИТНОГО ЭКРАНИРОВАНИЯ ДЛЯ КОСМОСА, РАЗРАБОТКА И ИССЛЕДОВАНИЕ В РАМКАХ ВНР","Левин К.Л., Рябоконь Д.В., Шеламова Т.В., Клишкова Н.В., Исмагилов Р.Г.",2025,Да
82278479,РАЗРАБОТКА ОНЛАЙН-КУРСОВ ПО ДИСЦИПЛИНЕ ИНЖЕНЕРНАЯ И КОМПЬЮТЕРНАЯ ГРАФИКА,Симак Н.Ю.,2025,Да
80565704,АКТУАЛЬНОСТЬ СОВЕРШЕНСТВОВАНИЯ ОБЩЕВОЕННОЙ ПОДГОТОВКИ СТУДЕНТОВ ВОЕННЫХ УЧЕБНЫХ ЦЕНТРОВ ПО СРЕДСТВАМ ПРОФЕССИОНАЛЬНО-ПРИКЛАДНОЙ ФИЗИЧЕСКОЙ ПОДГОТОВКИ,"Юров А.С., Блаженнов В.М., Гайкалов А.П.",2025,Да
80567509,ОПТИМИЗАЦИЯ ПАРАМЕТРОВ АДАПТИВНОГО АЛГОРИТМА ПЕРЕКЛЮЧЕНИЯ РАБОЧИХ ЧАСТОТ ЛИНИЙ РАДИОСВЯЗИ В УСЛОВИЯХ СЛУЧАЙНЫХ И ПРЕДНАМЕРЕННЫХ ПОМЕХ,"Бикбулатов В.Р., Чуднов А.М.",2024,Да
80564248,ОСНОВНЫЕ АСПЕКТЫ МЕЖДИСЦИПЛИНАРНЫХ СВЯЗЕЙ ИНЖЕНЕРНОЙ ГРАФИКИ И ВЫСШЕЙ МАТЕМАТИКИ В УЧЕБНОМ ПРОЦЕССЕ ВОЕННОГО ВУЗА,"Симак Н.Ю., Шемякина И.Е.",2025,Да
80641459,3D-МОДЕЛИРОВАНИЕ: НОВАЯ ЭРА ИНЖЕНЕРИИ,"Хомутовский С.Л., Григоренко А.Г., Магера М.А., Измайлов Н.С.",2025,Да
80543635,МОДЕЛЬ ПРОЦЕССА ДОВЕДЕНИЯ ИНФОРМАЦИИ ДО ПОДВИЖНЫХ НОСИТЕЛЕЙ,Чернобровкин С.В.,2024,Да
80567514,МЕТОДИКА СТРУКТУРИРОВАНИЯ СЕТИ ОБМЕНА ДАННЫМИ РОЯ БЕСПИЛОТНЫХ ЛЕТАТЕЛЬНЫХ АППАРАТОВ ДЛЯ ОБЕСПЕЧЕНИЯ УСТОЙЧИВОГО ИХ ВЗАИМОДЕЙСТВИЯ,"Деркач А.Е., Чуднов А.М.",2024,Да
82319431,АНАЛИЗ БЕСПИЛОТНОГО ТРАНСПОРТА С ТОЧКИ ЗРЕНИЯ КОМПЛЕКСНОГО ОБЕСПЕЧЕНИЯ ИХ ИНФОРМАЦИОННОЙ БЕЗОПАСНОСТИ,"Шевяков В.Д., Садовников В.Е., Гладких Д.С.",2025,Да
80567518,МОДЕЛЬ АЛГОРИТМА УПРАВЛЕНИЯ ДОСТУПОМ ПОЛЬЗОВАТЕЛЕЙ К СЕТИ ШИРОКОПОЛОСНОЙ СПУТНИКОВОЙ СВЯЗИ НА ОСНОВЕ ПЕРЕРАСПРЕДЕЛЕНИЯ РЕСУРСА В ПРОЦЕССЕ ФУНКЦИОНИРОВАНИЯ,"Курашев З.В., Парфенов М.С., Чуднов А.М.",2024,Да
80641460,НЕКОТОРЫЕ АСПЕКТЫ И ПЕРСПЕКТИВЫ УПРАВЛЕНИЯ СОБЫТИЯМИ И ИНЦИДЕНТАМИ БЕЗОПАСНОСТИ С ЦЕЛЬЮ ОБНАРУЖЕНИЯ И ПРЕДУПРЕЖДЕНИЯ КИБЕРАТАК НА СОВРЕМЕННЫЕ ЭЛЕКТРОННЫЕ ОБРАЗОВАТЕЛЬНЫЕ РЕСУРСЫ ДЛЯ ПОДГОТОВКИ ИНЖЕНЕРНЫХ КАДРОВ,"Саяркин Л.А., Шамиев В.А., Паращук И.Б.",2025,Да
82434476,ЭТИЧЕСКАЯ СОСТАВЛЯЮЩАЯ КУЛЬТУРЫ БЕЗОПАСНОСТИ СОЦИУМА,"Губанов В.М., Сметанкина Л.В.",2025,Да
80617522,ОБРАЗОВАТЕЛЬНАЯ СРЕДА КАК ФАКТОР СТАНОВЛЕНИЯ ЦЕННОСТНЫХ ОРИЕНТАЦИЙ ЧЕЛОВЕКА,Калинин А.Ю.,2025,Нет
80671145,ПРИМЕНЕНИЕ ИСКУССТВЕННОГО ИНТЕЛЛЕКТА В ВИРТУАЛЬНЫХ ТРЕНАЖЕРАХ В ОБРАЗОВАТЕЛЬНОМ ПРОЦЕССЕ,Баринов Д.М.,2025,Нет
82304065,АНАЛИЗ ВЛИЯНИЯ ГЕОГРАФИЧЕСКОГО ПОЛОЖЕНИЯ НА ЭФФЕКТИВНОСТЬ РАЗВЕРТЫВАНИЯ СРЕДСТВ СВЯЗИ В ПОЛЕВЫХ УСЛОВИЯХ,"Гладких Д.С., Данилюк А.И.",2025,Нет
80564268,МАТЕМАТИЧЕСКИЕ МОДЕЛИ ЛОГИСТИКИ В АРМИИ: АНАЛИЗ МЕТОДОВ ОПТИМИЗАЦИИ,"Ушаков А.М., Нагаев Р.Э.",2025,Да
82281605,ГЛАВА 1 ФОРМАЛИЗАЦИЯ ПРОФИЛЯ СИСТЕМЫ БЕЗОПАСНОСТИ ФУНКЦИОНИРОВАНИЯ СЛОЖНОЙ ТЕХНИЧЕСКОЙ СИСТЕМЫ,"Лепешкин О.М., Остроумов О.А., Лепешкин Е.О., Черных И.С.",2025,Нет
82304142,ИНФОРМАЦИОННАЯ БЕЗОПАСНОСТЬ КАК ФАКТОР СТРАТЕГИЧЕСКОЙ УСТОЙЧИВОСТИ ГОСУДАРСТВА: РОЛЬ ВОЕННОЙ СВЯЗИ,"Данилюк А.И., Гладких Д.С.",2025,Нет
80641461,ВАРИАНТ ПОДГОТОВКИ АДМИНИСТРАТОРОВ СЕТИ ПЕРЕДАЧИ ДАННЫХ СПЕЦИАЛЬНОГО НАЗНАЧЕНИЯ,"Васильев И.Ю., Мандрик Д.В., Михайличенко Н.В., Сазонов В.В.",2025,Да
80564270,ПРИМЕНЕНИЕ ТЕОРИИ ВЕРОЯТНОСТИ В ВОЕННОЙ СТРАТЕГИИ,"Ушакова В.А., Файзулин А.Д.",2025,Да
80362714,ЭКСПЕРИМЕНТ В ПРЕДМЕТЕ «ФИЗИКА» ПО ТЕМЕ «ЭЛЕКТРОСТАТИКА» ДЛЯ КУРСАНТОВ ВОЕННОЙ АКАДЕМИИ,"Максимова M.В., Клишкова Н.В.",2025,Да
80641462,МАТЕМАТИЧЕСКИЕ ОСНОВЫ ГЕОМЕТРИЧЕСКОГО МОДЕЛИРОВАНИЯ ОБЪЕМНЫХ ОБЪЕКТОВ В ИНЖЕНЕРНОЙ ГРАФИКЕ,"Симак Н.Ю., Шемякина И.Е.",2025,Да
80362718,ЭКСПЕРИМЕНТАЛЬНОЕ ИССЛЕДОВАНИЕ ЭЛЕКТРОАДГЕЗИОННОГО ЭФФЕКТА ПРИ ИЗУЧЕНИИ ЭЛЕКТРОСТАТИКИ В КУРСЕ ФИЗИКИ,"Пщелко Н.С., Санин Ю.В., Цыганов А.Б., Черняев А.В.",2025,Да
80641385,ИНТЕГРАЦИЯ НЕКОТОРЫХ ПРИЕМОВ МНЕМОТЕХНИКИ ДЛЯ ОПТИМИЗАЦИИ УЧЕБНОГО ПРОЦЕССА,"Кошкина Н.В., Михеева Е.В., Мордвинова О.В.",2025,Да
80362720,ЗОНДОВАЯ МИКРОСКОПИЯ В ДИАГНОСТИКЕ НАНОМАТЕРИАЛОВ: МЕТОДИКА ПОДГОТОВКИ К ЛАБОРАТОРНОЙ РАБОТЕ,"Черняев А.В., Левин К.Л., Пщелко Н.С., Шеламова Т.В.",2025,Да
80390054,ИЗУЧЕНИЕ СПЕКТРА СВОБОДНЫХ КОЛЕБАНИЙ СТРУНЫ ФОРТЕПИАНО,"Черняев А.В., Захаров В.Ю., Исмагилов Р.Г., Пщелко Н.С.",2025,Да
80641463,РАЗРАБОТКА И ВНЕДРЕНИЕ НОВЫХ ОБРАЗОВАТЕЛЬНЫХ ПРОГРАММ И МЕТОДИК ОБУЧЕНИЯ,"Следевский К.Н., Ерыгин В.В.",2025,Да
80540711,УЧЕБНАЯ ЭКСКУРСИЯ КАК ЭТАП СОЦИОКУЛЬТУРНОЙ АДАПТАЦИИ ИНОСТРАННЫХ СТУДЕНТОВ НА НАЧАЛЬНОМ ЭТАПЕ ОБУЧЕНИЯ РКИ НА ПРИМЕРЕ ЭКСКУРСИИ ПО РАЙОНУ,"Гинина Е.И., Ануфриева В.Л.",2025,Да
80362722,УДИВИТЕЛЬНАЯ МЕХАНИЧЕСКАЯ ДЕМОНСТРАЦИЯ С ИСПОЛЬЗОВАНИЕМ РАСКАЧИВАЮЩЕЙСЯ МАШИНЫ АТВУДА,"Юлина А.О., Соловьёв В.Г.",2025,Да
80641464,РАЗВИТИЕ ФУНДАМЕНТАЛЬНЫХ ДИСЦИПЛИН В СИСТЕМЕ ИНЖЕНЕРНОГО ОБРАЗОВАНИЯ,"Титков И.Е., Нестеров Д.А.",2025,Да
82420652,ОБОСНОВАНИЕ ПОКАЗАТЕЛЕЙ ЭФФЕКТИВНОСТИ ФУНКЦИОНИРОВАНИЯ РАДИОЭЛЕКТРОННЫХ СИСТЕМ,Бибарсов М.Р.,2025,Да
82278493,ИСПОЛЬЗОВАНИЕ АУДИОМАТЕРИАЛА ПРИ РАБОТЕ С ТЕКСТОМ К. БУЛЫЧЕВА «МОЖНО ПОПРОСИТЬ НИНУ»,Ануфриева В.Л.,2025,Да
82304066,ИСПОЛЬЗОВАНИЕ ГЕОИНФОРМАЦИОННЫХ СИСТЕМ В ЗАДАЧАХ ОБЕСПЕЧЕНИЯ РАДИОЭЛЕКТРОННОЙ БОРЬБЫ,"Данилюк А.И., Гладких Д.С.",2025,Нет
80622779,ПЕРСПЕКТИВЫ ИСПОЛЬЗОВАНИЯ SDR В АРХИТЕКТУРЕ ИНТЕРНЕТА ВЕЩЕЙ,"Воробьев П.В., Москалев В.С.",2025,Нет
80641449,РОЛЬ И ЗНАЧЕНИЕ ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ В ПОДГОТОВКЕ КВАЛИФИЦИРОВАННЫХ ВОЕННЫХ СПЕЦИАЛИСТОВ,"Васильева Т.Г., Лукьянчик В.Н., Карпов М.А., Горохов А.В.",2025,Да
